Clave de Registro;Nombre de la Unidad de Producción;Estado;Dirección de la Unidad de Producción;Municipio de la Unidad de Producción;Provincia de la Unidad de Producción;Nombre del Titular de la Unidad de Producción;Dirección del Titular;Municipio del Titual;CPostal del Titular;Provincia del Titular;Participación, en %, del Titular en la Unidad de Producción;Nombre del 2º Propietario de la Unidad de Producción;Participación, en %, del 2º Propietario de la Unidad de Producción;Nombre del 3º Propietario de la Unidad de Producción;Participación, en %, del 3º Propietario de la Unidad de Producción;Nombre del 4º Propietario de la Unidad de Producción;Participación, en %, del 4º Propietario de la Unidad de Producción;Fecha de la puesta en servicio de la Unidad de Producción;Tipo de Unidad de Producción;Tecnología de la Unidad de Producción;Potencia Instalada en MW;Potencia Bruta Total en MW;Potencia Neta Total en MW;Tensión de Conexión de la Unidad de Producción en el Punto de Conexión;Nombre de la Empresa Propietaria de la red en la que tiene punto de conexión la Unidad de Producción;Nudo del punto de conexión de la Unidad de Producción;Nombre de la Unidad de Gestión Hidráulica (si es de tipo Hidráulica);Nombre del Río (si es de tipo Hidráulica);Nombre del Combustible más usado (si la Unidad es de tipo Térmica Clásica);Nombre del Combustible 2º más usado (si la Unidad es de tipo Térmica Clásica);Nombre del Combustible 3º más usado (si la Unidad es del tipo Térmica Clásica);Subsección;Denominación Ciclo Combinado;Mínimo Técnico Declarado;Modo de Funcionamiento;A (th/h);B (th/h.MW);C (th/h.MW2);A (th);B (horas);D (€/arranque);O&MVDi (€/MWh );Anotación al Margen
RO1-2008;UNIDAD COGENERACIÓN II;DEFINITIVO;REFINERIA LA RÁBIDA;Palos de la Frontera;HUELVA;COMPAÑÍA ESPAÑOLA DE PETRÓLEOS, S.A.;AVDA. PARTENÓN, Nº 12, 4ª PLANTA, SECTOR C;Madrid;28042;MADRID;100,00;;;;;;;15.11.2010 00:00;COGENERACIÓN;TURBINA DE GAS Y DE VAPOR;;50,790;49,400;220,000;RED ELÉCTRICA DE ESPAÑA, S.A.;SUBESTACIÓN PALOS;;;GAS NATURAL;;;1;;;;;;;;;;;
RO1-2012;CA'S TRESORER TG3, CC2;DEFINITIVO;CAMÍ FONDO, S/N;Palma;BALEARES;GAS Y ELECTRICIDAD GENERACIÓN, S.A.U;JUAN MARAGALL, Nº16;Palma;7006;BALEARES;100,00;;;;;;;30.06.2009 00:00;TÉRMICA CLÁSICA;Ciclo combinado configuración 2x1;78,800;78,800;71,000;220,000;RED ELECTRICA DE ESPAÑA, S.A.U.;CA'S TRESORER;;;Gas Natural;;;1;CA'S TRESORER CC2;9,00;CC;;;;;;;;Territorio no Peninsular
RO1-2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CA'S TRESORER CC2;;1TG;60436,76;1925,54;0,53;4,987,710,000;0,72135;1,111,677,000,000;;Territorio no Peninsular
RO1-2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CA'S TRESORER CC2;;1TG+1TV;118213,53;-390,57;11,18;28,198,503,000;0,55379;2,779,192,500,000;22,098,080,100;Territorio no Peninsular
RO1-2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CA'S TRESORER CC2;;2TG+1TV;239683,59;-440,63;5,76;41,080,981,000;0,60483;2,779,192,500,000;22,098,080,100;Territorio no Peninsular
RO1-2013;CA'S TRESORER TG4, CC2;DEFINITIVO;CAMÍ FONDO, S/N;Palma;BALEARES;GAS Y ELECTRICIDAD GENERACIÓN, S.A.U;JUAN MARAGALL, Nº16;Palma;7006;BALEARES;100,00;;;;;;;08.09.2009 00:00;TÉRMICA CLÁSICA;Ciclo combinado configuración 2x1;78,800;78,800;71,000;220,000;RED ELECTRICA DE ESPAÑA, S.A.U.;CA'S TRESORER;;;Gas Natural;;;1;CA'S TRESORER CC2;9,00;CC;;;;;;;;Territorio no Peninsular
RO1-2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CA'S TRESORER CC2;;1TG;60436,76;1925,54;0,53;4,987,710,000;0,72135;1,111,677,000,000;;Territorio no Peninsular
RO1-2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CA'S TRESORER CC2;;1TG+1TV;118213,53;-390,57;11,18;28,198,503,000;0,55379;2,779,192,500,000;22,098,080,100;Territorio no Peninsular
RO1-2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CA'S TRESORER CC2;;2TG+1TV;239683,59;-440,63;5,76;41,080,981,000;0,60483;2,779,192,500,000;22,098,080,100;Territorio no Peninsular
RO1-2014;CA'S TRESORER TV2, CC2;DEFINITIVO;CAMÍ FONDO, S/N;Palma;BALEARES;GAS Y ELECTRICIDAD GENERACIÓN, S.A.U;JUAN MARAGALL, Nº16;Palma;7006;BALEARES;100,00;;;;;;;19.04.2010 00:00;TÉRMICA CLÁSICA;Ciclo combinado configuración 2x1;78,800;78,800;72,500;220,000;RED ELECTRICA DE ESPAÑA, S.A.U.;CA'S TRESORER;;;Gas Natural;;;1;CA'S TRESORER CC2;9,00;CC;;;;;;;;Territorio no Peninsular
RO1-2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CA'S TRESORER CC2;;1TG+1TV;118213,53;-390,57;11,18;28,198,503,000;0,55379;2,779,192,500,000;22,098,080,100;Territorio no Peninsular
RO1-2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CA'S TRESORER CC2;;2TG+1TV;239683,59;-440,63;5,76;41,080,981,000;0,60483;2,779,192,500,000;22,098,080,100;Territorio no Peninsular
RO1-2015;GRANADILLA 10, TG 5 (CC2);DEFINITIVO;;Granadilla de Abona;S.C.TENERIFE;UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.;C/. ALBAREDA, Nº 38;Palmas de Gran Canaria (Las);35008;LAS PALMAS;100,00;;;;;;;16.06.2010 00:00;TÉRMICA;Ciclo combinado configuración 2x1;78,400;76,700;75,000;;;;;;Gasoil;;;1;GRANADILLA , CC2;74,00;CC;;;;;;;;Territorio no Peninsular
RO1-2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GRANADILLA , CC2;;1TG;60436,76;1925,54;0,53;4,987,710,000;0,72135;1,318,389,364,000;;Territorio no Peninsular
RO1-2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GRANADILLA , CC2;;1TG+1TV;118213,53;-390,57;11,18;28,198,503,060;0,55379;3,307,239,060,000;18,694,971,900;Territorio no Peninsular
RO1-2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GRANADILLA , CC2;;2TG+1TV;239683,59;-440,63;5,76;41,080,981,400;0,60483;3,307,239,060,000;18,694,971,900;Territorio no Peninsular
RO1-2016;GRANADILLA 11, TG 6 (CC2);DEFINITIVO;;Granadilla de Abona;S.C.TENERIFE;UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.;C/. ALBAREDA, Nº 38;Palmas de Gran Canaria (Las);35008;LAS PALMAS;100,00;;;;;;;09.07.2010 00:00;TÉRMICA;Ciclo combinado configuración 2x1;78,400;76,700;75,000;;;;;;Gasoil;;;1;GRANADILLA , CC2;74,00;CC;;;;;;;;Territorio no Peninsular
RO1-2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GRANADILLA , CC2;;1TG;60436,76;1925,54;0,53;4,987,710,000;0,72135;1,318,389,364,000;;Territorio no Peninsular
RO1-2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GRANADILLA , CC2;;1TG+1TV;118213,53;-390,57;11,18;28,198,503,060;0,55379;3,307,239,060,000;18,694,971,900;Territorio no Peninsular
RO1-2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GRANADILLA , CC2;;2TG+1TV;239683,59;-440,63;5,76;41,080,981,400;0,60483;3,307,239,060,000;18,694,971,900;Territorio no Peninsular
RO1-2017;San Esteban II, Grupo 1;DEFINITIVO;Villar de Cerreda;Nogueira de Ramuín;ORENSE;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;02.11.2012 00:00;HIDRÁULICA;EMBALSE;176,900;188,250;185,330;220,000;Red Eléctrica de España SA;ST San Esteban;Sil;Sil;;;;1;;;;;;;;;;;
RO1-2018;La Muela II Grupo 7;DEFINITIVO;CENTRAL HIDROELÉCTRICA LA MUELA II;Cortes de Pallás;VALENCIA;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;;HIDRÁULICA;BOMBEO PURO;212,000;220,040;219,450;400,000;RED ELECTRICA DE ESPAÑA;ET MUELA 400 KV;UG MUELA-UB MUELA;JUCAR;;;;;;;;;;;;;;;
RO1-2019;La Muela II Grupo 4;DEFINITIVO;CENTRAL HIDROELÉCTRICA LA MUELA II;Cortes de Pallás;VALENCIA;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;;HIDRÁULICA;BOMBEO PURO;212,000;220,130;218,900;400,000;RED ELÉCTRICA DE ESPAÑA;ET MUELA 400KV;UG MUELA-UB MUELA;JUCAR;;;;;;;;;;;;;;;
RO1-2020;La Muela II Grupo 5;DEFINITIVO;CENTRAL HIDROELÉCTRICA LA MUELA II;Cortes de Pallás;VALENCIA;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;;HIDRÁULICA;BOMBEO PURO;212,000;222,140;220,850;400,000;RED ELÉCTRICA DE ESPAÑA;ET MUELA 400KV;UG MUELA-UB MUELA;JUCAR;;;;;;;;;;;;;;;
RO1-2021;La Muela II Grupo 6;DEFINITIVO;CENTRAL HIDROELÉCTRICA LA MUELA II;Cortes de Pallás;VALENCIA;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;;HIDRÁULICA;BOMBEO PURO;212,000;219,420;218,750;400,000;RED ELÉCTRICA DE ESPAÑA;ET MUELA 400KV;UG MUELA-UB MUELA;JUCAR;;;;;;;;;;;;;;;
RO1-2022;Central de San Pedro II Grupo 1;DEFINITIVO;Villar de Cerreda;Nogueira de Ramuín;ORENSE;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;;HIDRÁULICA;EMBALSE;23,400;26,120;25,890;220,000;RED ELÉCTRICA DE ESPAÑA;ST San Pedro;SIL;SIL;;;;;;;;;;;;;;;
RO2-0001;SAN ISIDRO 1;DEFINITIVO;;Aller;ASTURIAS;EDP ESPAÑA, S.A.U.;PLAZA DE LA GESTA, 2;Oviedo;33007;ASTURIAS;100,00;;;;;;;01.01.1966 00:00;HIDRÁULICA;FLUYENTE;1,560;1,560;1,540;24,000;HIDROCANTÁBRICO DISTRIBUCIÓN, SAU;SAN ISIDRO;UGH HIDROCANTÁBRICO;SAN ISIDRO;;;;2;;;;;;;;;;;
RO2-0002;SAN ISIDRO 2;DEFINITIVO;;Aller;ASTURIAS;EDP ESPAÑA, S.A.U.;PLAZA DE LA GESTA, 2;Oviedo;33007;ASTURIAS;100,00;;;;;;;01.01.1966 00:00;HIDRÁULICA;FLUYENTE;1,560;1,560;1,540;24,000;HIDROCANTÁBRICO DISTRIBUCIÓN, SAU;SAN ISIDRO;UGH HIDROCANTÁBRICO;SAN ISIDRO;;;;2;;;;;;;;;;;
RO2-0003;MORELLA 1;DEFINITIVO;CARRETERA NACIONAL 232, PK 61,051;Morella;CASTELLON;ELECTRA ENERGÍA, S.A.U.;XIMENEZ,15;Castellón de la Plana/Castelló de la Plana;12002;CASTELLON;100,00;;;;;;;24.05.1995 00:00;TÉRMICA CLÁSICA;CT FUELOLEO;3,630;3,550;3,410;6,000;ELECTRA DEL MAESTRAZGO, S.A;BARRAS DE CENTRAL;;;FUELOLEO;GASÓLEO C EN EL ARRANQUE;;2;;;;;;;;;;;
RO2-0004;MORELLA 2;DEFINITIVO;CARRETERA NACIONAL 232, PK 61,051;Morella;CASTELLON;ELECTRA ENERGÍA, S.A.U.;XIMENEZ,15;Castellón de la Plana/Castelló de la Plana;12002;CASTELLON;100,00;;;;;;;30.08.2000 00:00;TÉRMICA CLÁSICA;CT FUELOLEO;4,840;4,700;4,540;6,000;ELECTRA DEL MAESTRAZGO, S.A;BARRAS DE CENTRAL;;;FUELOLEO;GASÓLEO C EN EL ARRANQUE;;2;;;;;;;;;;;
RO2-0005;BIESCAS II 1;DEFINITIVO;;Biescas;HUESCA;CORPORACIÓN ACCIONA HIDRAULICA, S.L.;AVENIDA DE EUROPA, Nº18, PARQUE EMPRESARIAL LA MORALEJA;Alcobendas;28108;MADRID;100,00;;;;;;;01.01.1969 00:00;HIDRÁULICA;EMBALSE;31,000;31,000;30,700;220,000;REE;BIESCAS;EBRERZ;GÁLLEGO;;;;2;;;;;;;;;;;
RO2-0006;BIESCAS II 2;DEFINITIVO;;Biescas;HUESCA;CORPORACIÓN ACCIONA HIDRAULICA, S.L.;AVENIDA DE EUROPA, Nº18, PARQUE EMPRESARIAL LA MORALEJA;Alcobendas;28108;MADRID;100,00;;;;;;;01.01.1969 00:00;HIDRÁULICA;EMBALSE;31,000;31,000;30,700;220,000;REE;BIESCAS;EBRERZ;GÁLLEGO;;;;2;;;;;;;;;;;
RO2-0007;ERISTE 1;DEFINITIVO;;Sahún;HUESCA;CORPORACIÓN ACCIONA HIDRAULICA, S.L.;AVENIDA DE EUROPA, Nº18, PARQUE EMPRESARIAL LA MORALEJA;Alcobendas;28108;MADRID;100,00;;;;;;;01.01.1969 00:00;HIDRÁULICA;EMBALSE;40,000;44,900;44,000;220,000;ERZ;ERISTE;EBRERZ;ESERA;;;;2;;;;;;;;;;;
RO2-0008;ERISTE 2;DEFINITIVO;;Sahún;HUESCA;CORPORACIÓN ACCIONA HIDRAULICA, S.L.;AVENIDA DE EUROPA, Nº18, PARQUE EMPRESARIAL LA MORALEJA;Alcobendas;28108;MADRID;100,00;;;;;;;01.01.1969 00:00;HIDRÁULICA;EMBALSE;40,000;43,640;43,600;220,000;ERZ;ERISTE;EBRERZ;ESERA;;;;2;;;;;;;;;;;
RO2-0009;LANUZA 1;DEFINITIVO;Panticosa;Panticosa;HUESCA;CORPORACIÓN ACCIONA HIDRAULICA, S.L.;AVENIDA DE EUROPA, Nº18, PARQUE EMPRESARIAL LA MORALEJA;Alcobendas;28108;MADRID;100,00;;;;;;;01.01.1977 00:00;HIDRÁULICA;EMBALSE;24,900;24,900;24,900;132,000;ERZ;SABIÑÁNIGO;EBRERZ;GÁLLEGO;;;;2;;;;;;;;;;;
RO2-0010;LANUZA 2;DEFINITIVO;Panticosa;Panticosa;HUESCA;CORPORACIÓN ACCIONA HIDRAULICA, S.L.;AVENIDA DE EUROPA, Nº18, PARQUE EMPRESARIAL LA MORALEJA;Alcobendas;28108;MADRID;100,00;;;;;;;01.01.1977 00:00;HIDRÁULICA;EMBALSE;24,900;24,900;24,900;132,000;ERZ;SABIÑÁNIGO;EBRERZ;GÁLLEGO;;;;2;;;;;;;;;;;
RO2-0011;CEUTA 1, G-1;DEFINITIVO;MUELLE CAÑONERO DATO S/N;Ceuta;CEUTA;ENDESA GENERACIÓN S.A.;AVDA. DE LA BORBOLLA, Nº 5;Sevilla;41004;SEVILLA;100,00;;;;;;;01.10.1980 00:00;TÉRMICA CLÁSICA;Grupos Diésel - 4T;5,760;5,760;5,300;15,000;EMPRESA ALUMBRADO ELECTRICO;;;;Fuel Oil BIA 1% S;;;2;;2,84;;1213,64;2232,14;19,52;1,406,526,000;604,419;15,690,792,000;44,048,509,020;Territorio no Peninsular
RO2-0012;CACHINA;DEFINITIVO;ALDOVER S/N;Deltebre;TARRAGONA;ENERGÍA ELÉCTRICA DEL EBRO, S.A.;AV/ GENERALIDAD 4;Ampolla (L');43895;TARRAGONA;100,00;;;;;;;12.12.2000 00:00;TÉRMICA CLÁSICA;MOTORES DIESEL;2,000;2,000;2,000;25,000;ELÉCTRICA DEL EBRO, S.A.;SUBESTACIÓN Nº 1 MARÍA Y JESÚS;;;GASÓLEO;;;2;;;;;;;;;;;
RO2-0015;CEUTA 6, G-6;DEFINITIVO;MUELLE CAÑONERO DATO S/N;Ceuta;CEUTA;ENDESA GENERACIÓN S.A.;AVDA. DE LA BORBOLLA, Nº 5;Sevilla;41004;SEVILLA;100,00;;;;;;;01.11.1986 00:00;TÉRMICA CLÁSICA;Grupos Diésel - 4T;5,760;5,760;5,300;15,000;EMPRESA ALUMBRADO ELECTRICO;;;;Fuel Oil BIA 1% S;;;2;;2,84;;1213,64;2232,14;19,52;1,406,526,000;604,419;15,690,792,000;43,864,215,150;Territorio no Peninsular
RO2-0016;CEUTA 7, G-7;DEFINITIVO;MUELLE CAÑONERO DATO S/N;Ceuta;CEUTA;ENDESA GENERACIÓN S.A.;AVDA. DE LA BORBOLLA, Nº 5;Sevilla;41004;SEVILLA;100,00;;;;;;;01.07.1993 00:00;TÉRMICA CLÁSICA;Grupos Diésel - 4T;6,720;6,720;6,210;15,000;EMPRESA ALUMBRADO ELECTRICO;;;;Fuel Oil BIA 1% S;;;2;;2,84;;1588,74;2247,64;10,23;1,684,261,000;604,405;15,690,792,000;42,055,542,600;Territorio no Peninsular
RO2-0020;MELILLA 5, G-5;DEFINITIVO;AVENIDA DE LA MARINA ESPAÑOLA, 5;Melilla;MELILLA;ENDESA GENERACIÓN S.A.;AVDA. DE LA BORBOLLA, Nº 5;Sevilla;41004;SEVILLA;100,00;;;;;;;01.12.1980 00:00;TÉRMICA CLÁSICA;Grupos Diésel - 4T;5,760;5,760;5,300;5,000;COMPAÑÍA HISPANO MARROQUÍ DE GAS Y ELECTRICIDAD;;;;Fuel Oil BIA 1% S;;;2;;2,82;;1213,64;2232,14;19,52;1,406,526,000;604,419;15,690,792,000;40,322,688,790;Territorio no Peninsular
RO2-0021;MELILLA 6, G-6;DEFINITIVO;AVENIDA DE LA MARINA ESPAÑOLA, 5;Melilla;MELILLA;ENDESA GENERACIÓN S.A.;AVDA. DE LA BORBOLLA, Nº 5;Sevilla;41004;SEVILLA;100,00;;;;;;;01.11.1980 00:00;TÉRMICA CLÁSICA;Grupos Diésel - 4T;5,760;5,760;5,300;5,000;COMPAÑÍA HISPANO MARROQUÍ DE GAS Y ELECTRICIDAD;;;;Fuel Oil BIA 1% S;;;2;;2,82;;1213,64;2232,14;19,52;1,406,526,000;604,419;15,690,792,000;40,877,405,690;Territorio no Peninsular
RO2-0024;MELILLA 9, G-9;DEFINITIVO;AVENIDA DE LA MARINA ESPAÑOLA, 5;Melilla;MELILLA;ENDESA GENERACIÓN S.A.;AVDA. DE LA BORBOLLA, Nº 5;Sevilla;41004;SEVILLA;100,00;;;;;;;01.07.1991 00:00;TÉRMICA CLÁSICA;Turbinas de gas heavy duty;14,700;14,700;11,500;10,000;COMPAÑÍA HISPANO MARROQUÍ DE GAS Y ELECTRICIDAD;;;;Gasoil;;;2;;1,00;;19938,33;2202,48;29,24;1,385,036,000;0,21715;387,333,194,000;133,174,456,100;Territorio no Peninsular
RO2-0025;MELILLA 10, G-10;DEFINITIVO;AVENIDA DE LA MARINA ESPAÑOLA, 5;Melilla;MELILLA;ENDESA GENERACIÓN S.A.;AVDA. DE LA BORBOLLA, Nº 5;Sevilla;41004;SEVILLA;100,00;;;;;;;01.06.1997 00:00;TÉRMICA CLÁSICA;Grupos Diésel - 4T;9,280;9,280;8,510;10,000;COMPAÑÍA HISPANO MARROQUÍ DE GAS Y ELECTRICIDAD;;;;Fuel Oil BIA 1% S;;;2;;4,58;;1286,06;2511,43;6,13;1,514,271,000;288,669;15,690,792,000;30,203,012,420;Territorio no Peninsular
RO2-0026;CEUTA 2, G-2;DEFINITIVO;MUELLE CAÑONERO DATO S/N;Ceuta;CEUTA;ENDESA GENERACIÓN S.A.;AVDA. DE LA BORBOLLA, Nº 5;Sevilla;41004;SEVILLA;100,00;;;;;;;01.11.1980 00:00;TÉRMICA CLÁSICA;Grupos Diésel - 4T;5,760;5,760;5,300;15,000;EMPRESA ALUMBRADO ELECTRICO;;;;Fuel Oil BIA 1% S;;;2;;2,84;;1213,64;2232,14;19,52;1,406,526,000;604,419;15,690,792,000;44,103,192,230;Territorio no Peninsular
RO2-0031;SON REUS 1, TURBINA DE GAS Nº 1;DEFINITIVO;;Palma;BALEARES;GAS Y ELECTRICIDAD GENERACIÓN, S.A.U;JUAN MARAGALL, Nº16;Palma;7006;BALEARES;100,00;;;;;;;05.07.2000 00:00;TÉRMICA CLÁSICA;Turbinas de gas heavy duty;38,500;38,500;33,700;;ENDESA DISTRIBUCIÓN ELÉCTRICA, S.A;;;;Gasoil;;;2;;6,74;;31391,05;1773,42;11,58;1,009,478,400;0,21715;366,960,900,000;23,377,430,580;Territorio no Peninsular
RO2-0032;SON REUS 2, TURBINA DE GAS Nº 2;DEFINITIVO;;Palma;BALEARES;GAS Y ELECTRICIDAD GENERACIÓN, S.A.U;JUAN MARAGALL, Nº16;Palma;7006;BALEARES;100,00;;;;;;;07.07.2000 00:00;TÉRMICA CLÁSICA;Turbinas de gas heavy duty;38,500;38,500;33,700;;ENDESA DISTRIBUCIÓN ELÉCTRICA, S.A;;;;Gasoil;;;2;;6,74;;31391,05;1773,42;11,58;1,009,478,400;0,21715;366,960,900,000;23,981,855,500;Territorio no Peninsular
RO2-0033;SON REUS 3, TURBINA DE GAS Nº 3;DEFINITIVO;;Palma;BALEARES;GAS Y ELECTRICIDAD GENERACIÓN, S.A.U;JUAN MARAGALL, Nº16;Palma;7006;BALEARES;100,00;;;;;;;31.07.2000 00:00;TÉRMICA CLÁSICA;Turbinas de gas heavy duty;38,500;38,500;33,700;;ENDESA DISTRIBUCIÓN ELÉCTRICA, S.A;;;;Gasoil;;;2;;6,74;;31391,05;1773,42;11,58;1,009,478,400;0,21715;366,960,900,000;23,886,166,970;Territorio no Peninsular
RO2-0034;SON REUS 4, TURBINA DE GAS Nº 4;DEFINITIVO;;Palma;BALEARES;GAS Y ELECTRICIDAD GENERACIÓN, S.A.U;JUAN MARAGALL, Nº16;Palma;7006;BALEARES;100,00;;;;;;;07.08.2000 00:00;TÉRMICA CLÁSICA;Turbinas de gas heavy duty;38,500;38,500;33,700;;ENDESA DISTRIBUCIÓN ELÉCTRICA, S.A;;;;Gasoil;;;2;;6,74;;31391,05;1773,42;11,58;1,009,478,400;0,21715;366,960,900,000;22,431,462,110;Territorio no Peninsular
RO2-0037;MAHÓN 9, BURMEISTER Nº 1;DEFINITIVO;MAHÓN;Maó;BALEARES;GAS Y ELECTRICIDAD GENERACIÓN, S.A.U;JUAN MARAGALL, Nº16;Palma;7006;BALEARES;100,00;;;;;;;11.06.1991 00:00;TÉRMICA CLÁSICA;Grupos Diésel - 2T;15,800;15,800;13,600;132,000;ENDESA DISTRIBUCIÓN ELÉCTRICA, S.A;MAHÓN;;;Fuel Oil BIA 1% S;;;2;;6,60;;6319,17;1329,85;22,88;5,768,914,280;674,387;10,752,300,000;12,040,309,260;Territorio no Peninsular
RO2-0041;MAHÓN 10, BURMEISTER Nº 2;DEFINITIVO;MAHÓN;Maó;BALEARES;GAS Y ELECTRICIDAD GENERACIÓN, S.A.U;JUAN MARAGALL, Nº16;Palma;7006;BALEARES;100,00;;;;;;;25.04.1991 00:00;TÉRMICA CLÁSICA;Grupos Diésel - 2T;15,800;15,800;13,600;132,000;ENDESA DISTRIBUCIÓN ELÉCTRICA, S.A;MAHÓN;;;Fuel Oil BIA 1% S;;;2;;6,60;;6319,17;1329,85;22,88;5,768,914,280;674,387;10,752,300,000;12,136,367,970;Territorio no Peninsular
RO2-0042;MAHÓN 11, BURMEISTER Nº 3;DEFINITIVO;MAHÓN;Maó;BALEARES;GAS Y ELECTRICIDAD GENERACIÓN, S.A.U;JUAN MARAGALL, Nº16;Palma;7006;BALEARES;100,00;;;;;;;13.03.1991 00:00;TÉRMICA CLÁSICA;Grupos Diésel - 2T;15,800;15,800;13,600;132,000;ENDESA DISTRIBUCIÓN ELÉCTRICA, S.A;MAHÓN;;;Fuel Oil BIA 1% S;;;2;;6,60;;6319,17;1329,85;22,88;5,768,914,280;674,387;10,752,300,000;12,055,285,980;Territorio no Peninsular
RO2-0046;IBIZA 13, BURMEISTER Nº 8;DEFINITIVO;IBIZA;Eivissa;BALEARES;GAS Y ELECTRICIDAD GENERACIÓN, S.A.U;JUAN MARAGALL, Nº16;Palma;7006;BALEARES;100,00;;;;;;;01.10.1993 00:00;TÉRMICA CLÁSICA;Grupos Diésel - 2T;16,000;16,000;14,500;66,000;ENDESA DISTRIBUCIÓN ELÉCTRICA, S.A;IBIZA;;;Fuel Oil BIA 1% S;;;2;;8,51;;6463,50;1305,98;21,39;5,098,866,595;838,551;10,752,300,000;11,234,434,250;Territorio no Peninsular
RO2-0047;IBIZA 14, BURMEISTER Nº 9;DEFINITIVO;IBIZA;Eivissa;BALEARES;GAS Y ELECTRICIDAD GENERACIÓN, S.A.U;JUAN MARAGALL, Nº16;Palma;7006;BALEARES;100,00;;;;;;;01.12.1993 00:00;TÉRMICA CLÁSICA;Grupos Diésel - 2T;16,000;16,000;14,500;66,000;ENDESA DISTRIBUCIÓN ELÉCTRICA, S.A;IBIZA;;;Fuel Oil BIA 1% S;;;2;;8,51;;6463,50;1305,98;21,39;5,098,866,595;838,551;10,752,300,000;11,344,072,130;Territorio no Peninsular
RO2-0057;ALCUDIA 3, TURBINA DE GAS Nº 1;DEFINITIVO;ES MURTERAR;Alcúdia;BALEARES;GAS Y ELECTRICIDAD GENERACIÓN, S.A.U;JUAN MARAGALL, Nº16;Palma;7006;BALEARES;100,00;;;;;;;01.02.1989 00:00;TÉRMICA CLÁSICA;Turbinas de gas heavy duty;37,500;37,500;32,700;220,000;ENDESA DISTRIBUCIÓN ELÉCTRICA, S.A;ALCUDIA II;;;Gasoil;;;2;;6,74;;31391,05;1773,42;11,58;1,009,478,400;0,21715;366,960,894,000;23,095,564,290;Territorio no Peninsular
RO2-0058;ALCUDIA 4, TURBINA DE GAS Nº 2;DEFINITIVO;ES MURTERAR;Alcúdia;BALEARES;GAS Y ELECTRICIDAD GENERACIÓN, S.A.U;JUAN MARAGALL, Nº16;Palma;7006;BALEARES;100,00;;;;;;;10.02.1989 00:00;TÉRMICA CLÁSICA;Turbinas de gas heavy duty;37,500;37,500;32,700;220,000;ENDESA DISTRIBUCIÓN ELÉCTRICA, S.A;ALCUDIA II;;;Gasoil;;;2;;6,74;;31391,05;1773,42;11,58;1,009,478,400;0,21715;366,960,894,000;24,415,386,860;Territorio no Peninsular
RO2-0059;IBIZA 12, TURBINA DE GAS Nº 1;PROVISIONAL;IBIZA;Eivissa;BALEARES;GAS Y ELECTRICIDAD GENERACIÓN, S.A.U;JUAN MARAGALL, Nº16;Palma;7006;BALEARES;100,00;;;;;;;15.07.1988 00:00;TÉRMICA CLÁSICA;Turbinas de gas heavy duty;25,000;25,000;21,100;66,000;ENDESA DISTRIBUCIÓN ELÉCTRICA, S.A;IBIZA;;;Gasoil;;;2;;3,76;;24050,69;2242,58;14,51;1,229,368,000;0,21715;366,960,900,000;24,003,797,360;Territorio no Peninsular
