name,eic_code,lat,lon
CARBONES,,,
COLONIA RIU,,,
LA BAUMA,,,
PONT CABRETA,,,
TORRAS HOSTENCH,,,
LA FARGA,,,
PLANTA INCINERADORA TRARGISA,,,
ESPONELLA-B,,,
CAN CANALS,,,
SURRIBES,,,
GRIDO,,,
MINERA CATALANO-ARAGONESA,,,
MINERA CATALANO-ARAGONESA,,,
"ARCILLAS ATOMIZADAS, S.A.",,,
"ARCILLAS ATOMIZADAS, S.A.",,,
"ARCILLAS ATOMIZADAS, S.A.",,,
"ARCILLAS ATOMIZADAS, S.A.",,,
ATOMIZADORA,,,
CLARIANA,,,
CLARIANA,,,
PEDRUZO,,,
LAUPAGO,,,
PETRONOR-1,,43.326125,-3.107429
EL VERGUERAL,,,
BERTXIN,,,
ERENOZU,,,
BOLUMBURU (AMPLIACION CON RE-0628/2),,,
CH SENTMENAT,,,
LOS BATANES-IB,,,
MOLINO DEL CANAL (SAFONT),,,
FABRICA FORJADOS GRANADINOS,,,
CERAMICAS MIRA,,,
CERAMICA ESPIRITU SANTO,,,
AGLOMERADOS ECAR,,,
TERRACUITA JORBA,,,
CAN POC OLI,,,
INTERBON,,,
BOCAREDO Y AMPLIACION,,,
BOCAREDO Y AMPLIACION,,,
MAIRE,,,
ANDRONDEGUI,,,
BIOSANMARCOS,,,
BIOSANMARCOS,,,
EL CAMPO,,,
SALTO DE YEGUAS,,,
ARTESA DE SEGRE (AMPLIADA 28-10-2002),,,
PAPELERA ROMANI,,,
SEBASTIA-FACUNDO,,,
NUFRI,,,
ALABE - CARTOBOX,,,
UNIVERSITAT DE VALENCIA,,,
RESTANO,,,
CIATESA,,,
LOS TILOS,,,
LA RUIDERA,,,
LA HERRERIA,,,
PLANTA SECADO TERMICO DE LODOS E.R.A.R. DE BUTARQUE,,,
MOLINO DE HUERTAS,,,
CERAMICA SALONI 2,,,
CERAMICA DOBON,,,
COGENERACION CREVILLENTINA AIE,,,
POLIDEPORTIVO DE LEGAZPIA,,,
CANADA 1 FASE,,,
SORT,,,
MOLI DEL SART,,,
SHIONOGI QUALICAPS,,,
HOSPITAL DE SAN ELOY,,,
HOSPITAL DE SAN ELOY,,,
HIPERCOR,,,
SANTA MARIA DE LA MAVE II,,,
ECOTRANS,,,
ESASA,,,
ESASA,,,
PROMOTORA DE INDUSTRIAS CERAMICAS,,,
COGENERACION GIROAGA,,,
COGENERACION INSUINA,,,
TRANSALFALS&LA VISPESA,,,
COGENERACION KAUMAN,,,
HOSPITAL DE BASURTO,,,
HOSPITAL DE BASURTO,,,
"PUERTO LUMBRERAS ENERCORR XXI, S.L.",,,
IBERPURIN,,,
TRATAMIENTO Y REDUC. PURINES EN FONZ,,,
HORNILLOS DE ERESMA,,,
PROLACTEA,,,
ALMUDEVER ROSELLO HERMANOS,,,
RAIMAT - CENTRAL 5,,,
MECALUX-CORNELLA,,,
MECALUX-CORNELLA,,,
MECALUX-CORNELLA,,,
COGENERACION UNEMSA,,,
COGENERACION UNEMSA,,,
GESPAL LA PALOMA,,,
BADARAN,,,
ERDOIZTA,,,
INCOGEN (AOIZ),,,
INCOGEN (AOIZ),,,
INURRIETA- GARES,,,
FERRE ENERGIA,,,
SALTO DE CAPARROSO,,,
COGENERACION NISA,,,
AYUNTAMIENTO DE SADA,,,
GRES DE VALLS (FACTORIA N 2),,,
ENERLASA,,,
TUNO II,,,
RIO DEVA,,,
C.H. ARLUCEA,,,
C.H. EL BARCO,,,
"ECOPARQUE DE LA RIOJA, S.L.",,,
C.H. SAN FRANCISCO JAVIER-MARIA LETICIA,,,
TRATAMIENTO DE PURINESY COG. DEL TORICO,,,
REHABILITACION C. H. RIVERA II,,,
REHABILITACION CENTRAL HIDROELECTRICA DE  HUERTO,,,
SAICA 4,,41.544164,-0.675767
TRITURADOS PUERTO BLANCO,,,
TRATAMIENTO Y REDUCCION DE  LODOS DE ALGAS,,,
"SOLUZIONA INGENIERIA, S.A.",,,
CENTRAL DE LA FABRICA DE BOINAS LA ENCARTADA,,,
FABRICA TEXTIL FILPUR,,,
CENTRAL DE UZQUIZA,,,
BIOETANOL GALICIA,,,
CAN BOTA,,,
NAVALLAR,,,
MARIA DOLORES,,,
PENA DE BEJO,,,
PAPELERA DEL ORIA,,,
CERANOR 2,,,
VILLASUSO,,,
PLANTA DDP GUARDO,,,
C.H.  DE LEDESMA,,,
C.H. XIBERIA,,,
MADERAS MANUEL VILLAMOR,,,
ATLANTIC COPPER. S.L.U.,,,
CERAMICAS MOLLA (AMPLIACION),,,
C.H. GERMANS BASSAS FERRER,,,
CH ARROIBAR,,,
"GRESPANIA, S.A.",,,
VERTEDERO DE RSU DE NUEVA RENDIJA,,,
"COGENERACION PARA INDUSTRIA PAPELERA DE CAVLO, SL",,,
BERBEGAL,,,
ODINA,,,
PUERTO,,,
CHUSCO,,,
FINSA-SANTIAGO,,,
FEIXA I,,,
CONFIREL,,,
CONFIREL,,,
COMAMALA,,,
COGENERACIO CRACKER ETILE,,,
ANGLES,,,
CERAMICAS PRINCEP,,,
C.H.  SAN XUSTO,,,
COGENERACION MADERAS IGLESIAS,,,
CASA TORRES AMAT,,,
C.H.  DE ARQUILLOS,,,
C.H. GALLIFA,,,
SALTO DE HUSILLOS,,,
C.H. DE GAXATE,,,
C.H. RIALB 2.,,,
CH FARINERA DE BELLVER,,,
SILICIO SOLAR,,,
PLANTA RECUPERACION ENERGETICA,,,
CORESES 60,,,
OLALDEA I,,,
RESILIENCIA INVERSIONES (RODECAN),,,
AGRICOLA MONTARGULL,,,
"INMOBAL, SA",,,
FORSEAN BRETOS II,,,
LA MUELA,,,
CH LES MARCETES,,,
CH GUARDIOLA,,,
ARMAURRI,,,
ARMAURRI,,,
LA CONFIANZA,,,
SALTO DE LA VILLA,,,
MADERAS DE SIERO,,,
SAN JUAN DE MURO,,,
"KERABEN, S.A.",,,
CG SEAT,,,
CG SEAT,,,
LA SEBASTIANA,,,
EDAR DE IBI,,,
AGREDA,,,
ENERGIAS AVANZADAS NUMACO,,,
VALDRIZ,,,
UNDURRAGA,,,
HOSPITAL GENERAL DE CASTELLON,,,
COCARGA,,,
DEPURADORA BAIX LLOBREGAT,,,
SAN FERNANDO,,,
INDUSTRIAS ANGEL MARTINEZ LOPEZ - AMPLIACION,,,
ALITRASA X,,,
LA RAPIDA N 2 DE FONTANAR,,,
C.H. LA FUENSANTA,,,
CERAMICA CUATRO PALOMAS,,,
HARINAS DE MADERA,,,
CASTRO,,,
SAN BARTOLOME,,,
COGENERACION ATOMCER,,,
SANTA LUCIA,,,
VISCOFAN,,,
VISCOFAN,,,
VISCOFAN,,,
VISCOFAN,,,
VISCOFAN,,,
VISCOFAN,,,
CH BRUTAU I,,,
C.H. MONISTROL,,,
MOLINOS DE CASTILLA,,,
PUENTES VIEJAS,,,
CASTRO CALDELAS,,,
VALLFOSCA,,,
COLLET,,,
AUXILIAR TEXTIL RIBA,,,
PARDINES,,,
S.A.T. 1039,,,
NOEL,,,
CEBOLLA,,,
ANSERALL,,,
ALIGUER,,,
LOS COTRILES,,,
LA FERNANDINA,,,
URROZ,,,
C.H. PENEDA  (MODIFICADA 7-12-05),,,
BUICIO,,,
ZUFRE,,,
SICOGESA,,,
EL CAMPO II,,,
TRATAMIENTO DE PURINES OSA DE LA VEGA,,,
TRATAMIENTO DE PURINES DE POLAN,,,
SORIA INGENIERIA MONTURQUE,,,
SORIA INGENIERIA PEDRO ABAD,,,
OLABARRI,,,
OLABARRI,,,
COMPLEJO HOSPITALARIO DE ZORROAGA,,,
COGENERACION PUMADE,,,
FABRICA DE PIENSOS CUARTE,,,
PRESA DE SANT PONC,,,
SOLVAY MARTORELL,,,
SANTO ROSTRO COGENERACION,,,
ENERGIA Y SECADO,,,
TERDON COGENERACION,,,
"TROIL VEGAS ALTAS (3ER. GRUPO  EN RD436, 4/4/05)",,,
CERAMICA TECNICA DE ILLESCAS,,,
HOSPITAL MONTE SAN ISIDRO,,,
SINAE ENERGIA Y MEDIO AMBIENTE,,,
SUEROS DE GALICIA,,,
O REXO,,,
LECHE CELTA,,,
LA ALJORRA-CARTAGENA,,,
INDUSTRIAL QUESERA CUQUERELLA,,,
PARAJE LOS BUCANOS,,,
POLISILK,,,
VIUDA DE MIGUEL ARENAS,,,
COVAP,,,
COVAP,,,
HERREROS - AMPLIACION,,,
TEMPLEOLIVA,,,
NUEVAS ATOMIZADAS,,,
ECOCARBURANTES,,,
DANIEL AGUILO PANISELLO,,,
"POLISUR 2.000, S.A.",,,
ESQUIROZ,,,
REPSOL QUIMICA (COGENERACIO 1) EL MORELL,,41.198586,1.223178
GROBER,,,
LA ESPERANZA,,,
ALDABA,,,
"ELECTRO MARIOLA, S.L.",,,
LA VALL DE VIANYA,,,
C.H. CATEX  MOLI,,,
C.H. CATEX  MOLI,,,
COBANE A.I.E.,,,
MATA DE PINANA,,,
LA CORBATERA,,,
LA CUBIA,,,
MONTEGUT,,,
PISCINA MUNICIPAL,,,
PISCINA,,,
MARTIS,,,
PLANTA INCINERADORA,,,
PLANTA INCINERADORA,,,
HOSPITAL VALL DHEBRON,,,
MON-ALC,,,
PAPELERA PENINSULAR,,,
CAMPORREDONDO,,,
PENA CORADA,,,
ARRAMBIDE,,,
LAMIATEGUI,,,
LASTAOLA,,,
SOLLANO,,,
ALTUNA TXIKI,,,
OROBIO,,,
MUSTAR,,,
FINSA PADRON,,,
FINSA PADRON,,,
FINSA PADRON,,,
COGENERACION CERAMOSA,,,
SANTA MARIA DE MAVE,,,
TIOXIDE EUROPE S.L.,,,
HOZ SECA,,,
LA ROCHA,,,
HERREROS,,,
INDUSI,,,
SAN LORENZO II,,,
LAS LUISAS,,,
RIBOTA,,,
MASUSTANEGICO,,,
EGUILUZ,,,
AZUCARERA DE LA BANEZA,,,
RIOSCURO,,,
CENTRAL HIDROELECTRICA DE LOS HURONES,,,
COGENERACION SAMPEDRO,,,
COGENERACION SAMPEDRO,,,
FIBRACOLOR,,,
SALTO DE VILLAVERDE,,,
PAMESA,,,
PAMESA,,,
COGENERACION MILLENIUM BARCELONA,,,
PLANTA DE BIOMETANITZACIO DE CAN BARBA,,,
TERMOTEC,,,
ECOFRUIT DESIMPACTO,,,
CELGA,,,
PAPELERA GUIPUZCOANA,,,
CAMPO BRICK,,,
C.H. LIGUERZANA,,,
CAMPILLOS 1,,,
SICOGESA,,,
TORRECILLA II,,,
LA ZAIDA,,,
SELGA DE ORDAS,,,
HOSPITAL COMARCAL DEL BIDASOA,,,
TAMBRE - PIE DE PRESA,,,
LA CERAMICA,,,
ANODIZADOS DE SABON,,,
3GW ENERGIA ATLETICA,,,
EL PERUCHO,,,
GRANJA DE MILAGROS,,,
COGENERACION GALESA,,,
COGENERACION GALESA,,,
ARAGOSA,,,
CARLOT,,,
XERTA,,,
ENERGIA Y SECADO,,,
CERAMICA J.Y P. BALAGUER,,,
"PORVASAL, S.A. (ANTES PRODASAL)",,,
"URGELL ENERGIA, S.A. (ACEITES BORGES)",,,
LEYCESA,,,
CG CERVEZAS DAMM,,,
MADERAS CAJARAVILLE,,,
"RELECO SANTIAGO, AIE",,,
CENTRAL DE COGENERACION INVERNADERO PARA CULTIVO HIDROPONICO DE FORRAJE,,,
EL MOLINO DEL PUENTE,,,
CENTRAL HIDROELECTRICA CARCAR,,,
TRANSAFALS LA VISPESA,,,
CLINICA CENTRO,,,
"UBE CHEMICAL EUROPE, S.A.",,,
CONVA,,,
TABACALERA,,,
CAMPILLOS,,,
ENESVAL,,,
COGENERACION,,,
MUTRASA III,,,
MUTRASA V,,,
ALITRASA III,,,
PLANTA DE TRACTAMENT DE PURINS AGRAMUNT,,,
PUENTE OLVEIRA,,,
PINDO (EZARO),,,
NAVA,,,
BOCOS,,,
VALDUNO I,,,
C.H. SANTA EULALIA DE TABARA,,,
NUEVA ELECTRICIDAD DEL GAS,,,
URZAINQUI,,,
ARANAZ,,,
ANTIGUA FABRICA GOSSYPIUM,,,
CAVLO,,,
EL PORTET,,,
GUIXERS,,,
MOLTO ENERGIA,,,
ESTACION DEPURADORA DE AGUAS RESIDUALES DE ALCOY,,,
C.H. NAVAPALOS,,,
C.H. JUAN MORO,,,
C.H. EL GARRIDO,,,
FUENTE ALAMO II,,,
PURINARSA TRATAMIENTO DE PURINES,,,
VINIBASA,,,
"ARCILLA BLANC A, S.A.",,,
"ARCILLA BLANC A, S.A.",,,
"COG. CERAMICA ESPIRITU SANTO, S.A.",,,
TRATAMIENTO Y REDUCCION DE LODOS,,,
ANDASOL-2,,,
MOLINO DE SAN FELICES,,,
MIRA ENERGIA,,,
MOLINO DE GETINO,,,
C.H. EL MOLINO DE SUSO,,,
C.H. COLONIA CORTES,,,
CURTIDOS MARE NOSTRUM,,,
COGENERACION CERATRES,,,
ALMENARA DE TORMES,,,
"ROQUETTE LAISA ESPANA, S.A.",,,
"ROQUETTE LAISA ESPANA, S.A.",,,
"ROQUETTE LAISA ESPANA, S.A.",,,
COGENERACION MOTRIL,,36.73162,-3.542398
PELIGRENENE S.L,,,
RECUPERACION MATERIALES DIVERSOS,,,
LORCA-2,,,
"SERVICIO DE COGENERACION, S.L.",,,
CAMPUS NORTE,,,
SANTA EUGENIA 2,,42.912965,-9.122543
PLANTA TRATAMIENTO PURINES ALMAZAN,,,
EL MOLINO,,,
ENATE,,,
EL RIO,,,
MURIAS,,,
LAS AGUERAS,,,
HUERNA,,,
LA EMILIANA,,,
MANDEO-ZARZO,,,
MOLINO DEL PRADILLO,,,
CHIMPARRA,,,
VILADOMIU NOU,,,
GUIXA,,,
ALFARRAS,,,
MOLI CERVIA,,,
BIOENERGETICA EGABRENSE-CABRA,,,
EDAR BAJO BIDASOA,,,
C.H. DE FRAGOSO,,,
C.H. DE LOUREIRO,,,
ADS JUNEDA 2,,,
SECADO MADERA GOJAIN,,,
C. H.  AVIA,,,
PATALA,,,
NAVASTUREN,,,
HOSPITAL DE SANTIAGO,,,
ANSERALL III,,,
VENTACHURI,,,
COGENERACION ASTIGARRAGA KIT LINE,,,
SIFON DEL SEGURA,,,
GRANJA LA LUZ,,,
SALTO DE VADOCONDES,,,
EL NAVAZO,,,
SANT BENET,,,
ARENAS MUNORREDONDO,,,
COGENERACION VERTEDERO DE GARDELEGUI,,,
CH EL CAIRAT,,,
CH PONTS,,,
LA RECUEJA,,,
ONTE,,,
CENTRAL HIROELECTRICA DE MOLINOS,,,
QUESOS FRIAS,,,
PLANTA DE GAS DE ACERIA,,,
LOS BATANES,,,
ZUDAIRE,,,
LA FLECHA,,,
LSB-POLIGENERACION,,,
PLANTA COGENERACION BECOSA -FUENTE PIEDRA,,,
PORCELANOSA,,,
PAPELERA GUIPUZCOANA,,,
AGROENERGETICA DE ALGODONALES-PALENCIANA,,,
GASPAR PERAL Y CIA,,,
CERAMICAS CASAO,,,
RESIFOR,,,
RESIFOR,,,
TABLEROS TRADEMA,,,
GESTOLIVA,,,
ALGODONALES,,,
CESPA - SANTA MARIA DE PALAUTORDERA,,,
CESPA - SANTA MARIA DE PALAUTORDERA,,,
INVETEM MEDITERRANEA,,,
SERGATRA,,,
ALVARO ESPUNY,,,
CERAMICA NULENSE,,,
CENER II,,37.304832,-6.863907
"D.M.T.96, S.A.",,,
VERTEDERO DE VACARISSES - AMPLIACION,,,
E.D.A.R. CABEZO BEAZA,,,
COGENERACION  POSTENSA,,,
EXTRAGOL,,,
PROCESOS ECOLOGICOS LA OLIVA,,,
"BECOSA BIOMASA DEL  GENIL, S.A.",,,
"VALDEMINGOMEZ 2000, S.A.",,,
"HERA AMASA, S.A.",,,
PLANTA DE VALORIZACION ENERGETICA DE BIOMASA  PR.,,,
C. E. DE ZOREDA (AMPLIACION RE-0227),,,
EDAR SALAMANCA,,,
CONSORCIO DE AGUAS,,,
"GRECAT, S.A. (ANTES P.  INCINER. RESID. ESPECIALES",,,
COMPANIA ENERGETICA PARA EL TABLERO,,,
TORRECILLA,,,
PLANTA DE ENERGIA ELECTRICA - BIOGAS - VERTEDERO,,,
PLANTA DE ENERGIA ELECTRICA - BIOGAS - VERTEDERO,,,
PLANTA DE ENERGIA ELECTRICA - BIOGAS - VERTEDERO,,,
COGENERACION EN PLATAFORMA LOGISTICA DE INDITEX,,,
DEPURADORA DE AGUAS RESIDUALES,,,
CERAMICAS MAYOR,,,
CERAMICA ALCALA VILLALTA,,,
PLANTA BIOMASA INVERNADERO,,,
SINAE,,,
EMSSA-GAVA,,,
PALENCIANA (AMPLIACION),,,
PLANTA BIOMASA DE ALVINESA,,,
TRACJUSA - ADS DE JUNEDA,,,
CANADA HERMOSA,,,
METARNHEL,,,
LA LOMA,,,
BAMIPAL,,,
PLANTA TRATAMIENTO PURINES EN VILLANUEVA DE GALLEG,,,
FENOSA BIOMASA,,,
INELBA,,,
BIOELECTRICA JIENENSE,,,
BIOMASA EMTE,,,
"IDAE-AGROVERT, S.L.",,,
INQUEVAP I (AMPLIACION INQUEVAP),,,
UCOGAL,,,
"EBAKI XXI, S.A.",,,
LA PLATERA,,,
COREYSA COGENERACION S.A.,,,
PLANTA GENERACION ELECTRICA BIOGAS VERTEDERO R.S.U. ABANILLA(AMPLIACION),,,
EDAR SABADELL-RIU RIPOLL,,,
CERAMICA ANDALUZA DE JAEN,,,
COGENERACION VIDRIEROS,,,
CERAMICA A.PADILLA,,,
MADERAS ALFONSO,,,
WARTSILA,,,
WARTSILA,,,
LA MONTANANESA,,,
INICIATIVAS BASTETANAS ENERGETICAS,,,
COGENERACION TECNOGAS,,,
BIOMEX,,,
MODESTO CARRODEAGUAS,,,
ARROCES DE ARAGON,,,
YECLA,,,
AIGUES DE LLEIDA,,,
PUERTO CELEIRO,,,
CADES PENEDES,,,
PLANTA DE GASIFICACION DE BIOMASA,,,
ALGUAIRE,,,
PISCINAS MUNICIPALES DE ANDUVA,,,
LA VEGA,,,
LOS ROMERALES 1-2-3,,,
CENTRAL BIOMASA CAMPASPERO,,,
GRAN BALNEARIO DE AGUAS MINERO MEDICINALES,,,
BIOGAS (ANTES UTE GAS-BENS),,,
SEVERAES,,,
BIOMASA,,,
PLANTA BIOMASA MOJADOS,,,
ENCE - PONTEVEDRA,,,
ENCE - PONTEVEDRA,,,
CERAMICA NULENSE,,,
LOSAN,,,
"BP OIL ESPANA, S.A.U.",,,
"BP OIL ESPANA, S.A.U.",,,
"GUASCOR INGENIERIA, SA",,,
"FORD ESPANA, S.L.",,,
VETEJAR,,,
GUASCOR,,,
COGENERACIONN TRADEMED,,,
INTERPANEL,,,
BIOMASA DE ALBARES,,,
VINIBASA,,,
LAS ALBARIZAS,,,
CENTRAL BIOMASA ALCOHOLERAS REUNIDAS,,,
APROVECHAMIENTO BIOGAS VERTEDERO MUNIC. VALLADOLID,,,
ENERGIA DEL OLIVAR,,,
EMASAGRA,,,
PLANTA GASIFICACION DE RESIDUOS,,,
PLANTA BIOGAS R.S.U. AVILA,,,
PLANTA DE BIOMASA,,,
EDAR SANT FELIU,,,
COGENERACION PISCINA MUNICIPAL CLIMATIZADA,,,
BECOSA ACEITES USADOS ESPIEL,,,
PAPELERA GUIPUZCOANA,,,
PLANTA BIOGAS DEPURADORA SEGOVIA,,,
CENTRAL BIOMASA BALTANAS,,,
ALBAIDA RECURSOS NATURALES Y MEDIO AMBIENTE,,,
BIOMASA,,,
COGENERACION EDAR CARRAIXET,,,
"TRATAMIENTO DE ACEITES Y MARPOLES, S.L.",,,
BIOENERGETICA EGABRENSE L,,,
"ALTAIR TECNOLOGIA, S.A.",,,
ENTIDAD PCA  S.  AGUAS RESID. DE ALGOROS,,,
BIOMASA DE SANGUESA,,42.592962,-1.278719
CERAMICA MAPISA,,,
ECOLINK,,,
OLEICOLA EL TEJAR,,,
BECOSA FUENTE DE PIEDRA 2,,,
COGENERACION PASTGUREN,,,
AZUCARERA DE JEDULA,,,
NATRA-CACAO,,,
MERUELO,,,
MERUELO,,,
MERUELO,,,
MERUELO,,,
PLANTA EXPERIMENTAL DE TRATAMIENTO DE RESIDUOS GANADEROS,,,
ENEMANSA,,,
TRANSFORMACION GANADERA DE LEGANES,,,
PLANTA MIRAMENTO,,,
HERMANOS SANTAMARIA MUNOZ,,,
COGENERACION MANAN,,,
TABLEROS TRADEMA,,,
MAGNESITAS DE RUBIAN,,,
PLANTA TRATAMIENTO DE BIOMASA EN VILLACANAS,,,
GESTION DE BIOMASA DE TORRE DE PACHECO,,,
BIOENERGIA RENOVABLE DE VIZCAYA,,,
GENERAL AGRICOLA CABRA,,,
OLIVETUM (ALDEBARAN),,,
EDAR SABADELL-RIU RIPOLL,,,
GEDESMA,,,
BIOMASA EMTE,,,
RECOMSA,,,
"BECOSA BAJO GUADALQUIVIR, S.A.",,,
PLANTA DE BIOMASA,,,
BIOGAS Y ENERGIA,,,
BIOMASA ENERGIAS RENOVABLES DE BADAJOZ,,,
P.BIOGAS DE DIGESTION DE RESIDUOS,,,
PLANTA DE GENERACION ELECTRICA,,,
TILESA,,,
"MARIE CLAIRE, S.A.",,,
TODAGRES,,,
PETRONOR-2,,43.326125,-3.107429
VERTEDERO COLMENAR VIEJO,,,
AURECAN,,,
COGENERACION HOSPITAL SAN AGUSTIN,,,
GRUPOS MOTOGENERADORES DE BIOGAS,,,
MINAS DE ALCANTARA,,,
AGROENERGETICA DE BAENA,,,
ROMERO ALVAREZ 3,,,
CADAGUA,,,
POVISA,,,
PLANTA COGENERACION EN ARENAS Y GRAVAS,,,
CULTIVOS ENERGETICOS EN ALCALA DE GURREA,,,
BIOGAS Y ENERGIA,,,
PLANTA DE COGENERACION DE INSUAMAR,,,
PLANTER,,,
E.P.SANEAM. DE AGUAS RESID. CAV SAGUNTO,,,
"GLOBAL PLASMA VALENCIA, S.L.",,,
"INGENIERIA URBANA, S.A. (INUSA)",,,
"INGENIERIA URBANA, S.A. (INUSA)",,,
BIOMASA COOPERATIVAS A. ALBACETENSES,,,
HOSPITAL UNIVERSITARIO REINA SOFIA,,,
URBAOIL,,,
ARMONIO INGENIEROS,,,
P. GENERACION ELECTRICA POR BIOGAS DE SOGAMA,,,
"FINALTAIR ENERGIA, S.A.",,,
INGENIERIA AMBIENTAL GRANADINA,,,
"ECOLOGICA LAMARCA, 1",,,
PLANTA BIODIESEL SAN CRISTOBAL 2,,,
"FOMENTO CONSTRUCCIONES Y CONTRATAS, SA Y CESPA CONTEN, SA (BIOCOMPOST DE ALAVA, SA)",,,
PERIS,,,
PORT ECOREL,,,
CLP ORGANOGAS S.L.,,,
CLP ORGANOGAS S.L.,,,
CLP ORGANOGAS S.L.,,,
CLP ORGANOGAS S.L.,,,
CLP ORGANOGAS S.L.,,,
CLP ORGANOGAS S.L.,,,
CLP ORGANOGAS S.L.,,,
CLP ORGANOGAS S.L.,,,
CLP ORGANOGAS S.L.,,,
SCOTT,,,
ESTILOS CERAMICOS,,,
EDAR ARAZURI,,,
ALLARLUZ,,,
LOJAPREND-ICESA U.T.E.,,,
CERAMICA GARCIA CUESTA,,,
CHAMPYMAR (AMPLIACION),,,
EMESA PRECESA,,,
CERAMICAS XUNQUEIRA,,,
YEDESA COGENERACION,,,
PLANTA DE RESIDUOS,,,
EL CARPIO,,,
"BECOSA BIOMASA ESPIEL, S.A.",,,
"BIOMASAS DE PUENTE GENIL, S.L.",,,
CERAMICA GARCIA CUESTA 1,,,
CERAMICA GARCIA CUESTA 2,,,
BIOMASA,,,
PLANTA DE BIOMASA,,,
PLANTA COGENERACION MADERAS GONDARINO,,,
MICHELIN VALLADOLID,,41.676927,-4.70961
VALORIZACION DE NEUMATICOS USADOS ARDONCINO,,,
COGENERACION SAN DIEGO,,,
APROVECHAMIENTO HIDROELECTRICO,,,
PLANTA BIOMASA DE UNIENER,,,
HOSPITAL ARNAU DE VILANOVA,,,
GRES DUR,,,
SANGUESA,,,
GETESA,,,
GONGORA,,,
COGENERACION REPSOL,,37.577487,-0.917613
ERMETOSA,,,
SAT HEREDEROS DE ALARCON,,,
OLEOENERGIA JIMENA,,,
VALORACIONES ENERGETICAS AGRARIAS,,,
AGRO SEVILLA,,,
COMERCIAL GANADERA DEL RIEGO,,,
COGENERACION DEL CLUB DEL MAR,,,
ALCOHOLERA PUEBLA,,,
VERTEDERO DEL GARRAF,,,
GEGSA II,,,
CELYTEX - AMPLIACION (DE RE-3806),,,
CENTRAL DE GENERACION DE GAS POBRE POR SEMICOMBUSTION DE BIOMASA EN GASIFICADOR Y PRODUCCION DE ELEC,,,
URBAOIL REGENERACION ACEITES USADOS,,,
VERTEDERO NUEVA RENDIJA,,,
CTRU PARQUE TECNOLOGICO LOPEZ SORIANO,,,
BIOELECTRICA JIENENSE,,,
E.D.AGUAS RESIDUALES DE ALCOY,,,
PLANTA BIOGAS VERTEDERO DE CORTES,,,
NUFRI-BIOGAS,,,
NUFRI-BIOGAS,,,
CERAMICA PENAFIEL 2,,,
BIOMASA CEASA NAVIA,,,
COGENERACION CEASA NAVIA,,,
ABOCADOR DE PEDRET I MARZA,,,
BIDONES ROMA,,,
PLANTA SOLAR TERMICA PS-20,,,
COGENERACIO CERAMICA BELIANES,,,
BIOGAS SANT MER,,,
BIOGAS SANT MER,,,
CERAMICA UTZUBAR,,,
LUIS ANDUJAR,,,
CENTRAL SOLAR TERMOELECTRICA 50 MW,,,
APROVECHAMIENTO HIDROELECTRICO RIO NELA,,,
COGENERACIO ANGLES TEXTIL,,,
LOPEZ DE HOYOS,,,
"JOVER ENERGIA, A.I.E.",,,
SANTA ELOLINA,,,
DEPURADORA DE VALLADOLID 2,,,
COMPANIA ENERGETICA DE LINARES S.L,,,
PUERTO ERRADO I,,,
COGENERACION IV,,,
CERAMICA PENO,,,
VALPUREN BANUELO,,,
VALPUREN BANUELO,,,
VALPUREN COMATUR,,,
VALPUREN COMATUR,,,
EL TORILEJO,,,
COGENERACIO EMBOTITS ESPINA,,,
COGENERACION GARFER,,,
LOS MOLINOS,,,
CENTRAL DE PIE DE PRESA DE ITOIZ,,,
C.H. LAS NAZAS,,,
MOLINO MOJON BLANCO,,,
HOTEL LIBER,,,
PLANTA DE COGENERACION CON BIOGAS EN SAICA 2,,41.540841,-0.677857
CERAMICA DE ALMACELLAS,,,
SEVERAES S.L.,,,
ENCE,,,
APROVECHAMIENTO HIDROELECTRICO FRIEIRA CAUDAL ECOLOGICO,,,
ESTACION DE COMPRESION ENAGAS,,,
SAT 299 SAN RAMON,,,
LA RISCA,,,
IBERSOL CIUDAD REAL,,,
MOVIALSA II AMPLIACION,,,
CERAMICA MILLAS E HIJOS I,,,
SAT MOLINE,,,
C.H. VIRGEN DE LA LUZ,,,
CENTRAL HIDROELECTRICA DEL ARENAL,,,
C.H. TORREMONTALBO,,,
POLIDEPORTIVO DEHESA BOYAL,,,
MOVIALSA III,,,
TORTOSA ENERGIA 2,,,
GUMA,,,
CASTRO DE LAS COGOTAS,,,
PENINSULAR COGENERACION 2,,,
PENINSULAR COGENERACION 2,,,
EXTRESOL-1,,,
UR-BEROA,,,
CH HERAND,,,
"ELECOR, S.A.U.",,,
MANUFACTURAS COGENERACION,,,
CORDUENTE,,,
CERAMICA RIOBOO,,,
PLANTA SOLAR TERMICA SOLNOVA 1,,,
PLANTA SOLAR TERMICA SOLNOVA 3,,,
BIOGAS EDAR GRANOLLERS,,,
MICROCOGENERACIO MARE DE DEU DEL PORT,,,
BIOGAS ENERGISAT NATURA,,,
PRESA DEL ARENOSO,,,
BIOELECTRICA DE LINARES,,,
CISENER,,,
EUROPAC 2,,41.840604,-4.558087
IBERFRUTA-MUERZA (BEBE),,,
"JUAN DEL POZO SANCHEZ, S.L.",,,
EL TEJADO,,,
COGENERACIO ASESA,,,
"PAPELERA DE AMAROZ,S.A.",,,
COGENERACIO SPORT I RELAX,,,
INSTALACION DE BIOGAS DE 800 KW.,,,
